STATE,YEAR,INCOME,PERC_BUSINESS_RETURN,UNEMP_COMP_PR,PERC_RE,AGI_PR
Wisconsin,2015,75k - 100k,15.12,240.55,51.18,86694.7265
Kansas,2015,Under 25k,11.13,95.62,3.72,12057.38846
Hawaii,2011,25k - 50k,11.42,878.87,14.6,36219.19632
Missouri,2011,200k+,25.59,72.75,93.96,483384.2191
Hawaii,2010,75k - 100k,17.4,853.41,54.02,86469.3695
Michigan,2014,200k+,22.87,34.77,91.89,469100.5908
Michigan,2011,200k+,24.08,98.3,93.59,450474.4861
Wisconsin,2011,200k+,21.18,74.42,93.18,467932.5981
Maryland,2011,75k - 100k,16.97,388,70.09,86677.64909
Hawaii,2013,75k - 100k,17.49,458.92,45.68,86534.05053
Indiana,2010,200k+,24.07,111.28,93.56,453799.0941
Pennsylvania,2010,200k+,25.5,496.88,93.89,490767.7438
New Hampshire,2015,100k - 200k,19.98,210.03,68.1,136615.3653
Massachusetts,2010,Under 25k,12.24,795.61,7.44,11788.10481
Rhode Island,2013,50k - 75k,13.06,767.99,44.52,61687.25043
Michigan,2011,Under 25k,13.97,688.18,5.51,11567.36197
Connecticut,2015,50k - 75k,13.59,420.89,42.73,61688.95754
Nebraska,2014,100k - 200k,18.63,50.79,72.31,136512.9181
Massachusetts,2011,25k - 50k,11.42,1151.08,20.63,36516.92832
Wyoming,2015,75k - 100k,17.89,235.43,31.45,87106.09934
Texas,2015,100k - 200k,22.22,180.45,55.33,136242.8688
Oregon,2013,50k - 75k,15.43,624.32,46.6,61622.95875
Indiana,2011,25k - 50k,10.84,693.54,17.94,36122.60849
Idaho,2014,75k - 100k,19.62,218.47,53.17,86659.48478
Georgia,2014,Under 25k,23.71,109.52,3.98,12727.55278
South Dakota,2013,200k+,24.37,10.5,66.85,497868.6611
Texas,2011,75k - 100k,19.86,389.22,46.06,86552.88978
Florida,2013,Under 25k,21.89,232.36,3.92,12677.7377
Minnesota,2015,75k - 100k,17.21,340.95,52.23,86880.75722
Idaho,2010,200k+,25.26,87.67,91.95,452927.6583
Mississippi,2015,200k+,28.54,0,84.8,422875.9121
Maine,2015,100k - 200k,20.06,74.04,77.71,136480.2137
Louisiana,2015,200k+,28.33,0,81.28,459568.6689
Georgia,2010,25k - 50k,15.36,650.19,26.71,35666.83351
Kansas,2015,50k - 75k,15.92,166.42,26.64,61744.75959
Oklahoma,2012,25k - 50k,13.23,255.67,14,35980.90899
Rhode Island,2011,50k - 75k,13.69,1267.39,50.24,61674.55966
Connecticut,2010,50k - 75k,14.79,1359.14,53.95,61683.27116
Minnesota,2011,50k - 75k,16.85,783.34,50.05,61819.31731
Wyoming,2015,Under 25k,11.34,129.87,2.99,12147.48939
Georgia,2010,200k+,24.12,141.73,95.08,463313.4458
Minnesota,2015,200k+,20.84,46.9,94.22,471205.1969
District Of Columbia,2013,25k - 50k,12.31,343.69,11.1,36914.22093
Michigan,2010,50k - 75k,15.04,1347.25,47.39,61773.2676
Illinois,2011,100k - 200k,17.18,573.54,81.4,134589.6108
Illinois,2010,100k - 200k,17.47,814.4,80.88,134999.7874
Illinois,2013,75k - 100k,14.56,532.05,56.11,86692.37603
Kentucky,2012,Under 25k,13.48,440.54,3.87,12383.79437
Alabama,2014,75k - 100k,17,96.91,43.99,86645.70389
Tennessee,2013,50k - 75k,16.64,215.06,27.86,61398.16676
Ohio,2011,100k - 200k,19.05,323.8,81.6,131817.7632
California,2011,25k - 50k,13.93,1078.04,18.8,36030.04991
United States,2013,200k+,24.54,166.82,87.5,500867.7588
Texas,2013,100k - 200k,22,215.76,58.31,135697.3445
Montana,2014,75k - 100k,19.47,231.44,49.21,87445.64205
Washington,2010,100k - 200k,17.82,893.92,77.03,133838.1267
California,2011,50k - 75k,15.72,925.24,41.36,61512.74235
United States,2015,200k+,23.85,84.7,86.39,520212.2086
South Carolina,2010,Under 25k,13.66,831.1,5.25,12828.43535
Hawaii,2015,100k - 200k,20.88,198.12,63.77,134248.3627
Louisiana,2010,50k - 75k,17.54,301.96,28.25,61626.51497
Idaho,2010,25k - 50k,16.09,1198.63,26.91,36122.60838
Arkansas,2015,200k+,24.12,9.6,88.9,532140.1687
Delaware,2013,50k - 75k,11.79,355.7,40.18,61564.73914
South Carolina,2011,100k - 200k,19.61,259.61,83.51,132297.9844
Delaware,2013,100k - 200k,16.19,279.11,76.93,134725.5936
Oklahoma,2015,200k+,28.45,17.77,86.1,481010.7185
New Mexico,2015,50k - 75k,13.94,183.34,28.6,61507.72785
Maryland,2015,200k+,24.8,15.78,94.21,420818.5933
Colorado,2011,50k - 75k,17.52,658.71,47.5,61662.04282
United States,2012,100k - 200k,19.41,411.99,75.14,135303.7088
Maryland,2015,100k - 200k,20.01,122.02,82.76,137796.5608
Texas,2011,100k - 200k,22.67,308.01,65.36,134838.4184
Virginia,2010,200k+,21.85,87.19,95.5,424276.4176
New Hampshire,2014,Under 25k,11.68,117.42,5.31,11770.64891
New Jersey,2012,Under 25k,13.89,860.06,8.14,11892.0651
Montana,2011,100k - 200k,22.8,222.54,77.23,131880.7295
Hawaii,2014,75k - 100k,17.38,324.02,42.92,86651.05807
South Carolina,2010,75k - 100k,17.75,571.82,67.95,86497.75546
West Virginia,2011,100k - 200k,17.54,220.22,64.76,130820.7789
Kentucky,2010,Under 25k,13.64,762.63,4.83,12431.45099
Rhode Island,2013,25k - 50k,10.11,818.91,19.34,36177.78995
Oregon,2013,100k - 200k,19.19,391.89,82.35,133920.506
Pennsylvania,2014,75k - 100k,14.69,468.47,47.34,86648.68405
Rhode Island,2013,100k - 200k,19.3,590.48,83.5,134466.4634
Virginia,2015,Under 25k,14.89,75.81,3.85,12383.17946
Hawaii,2010,50k - 75k,15.46,995.07,36.54,61443.56178
Arizona,2013,100k - 200k,19.14,123.98,71.51,133989.6747
United States,2015,100k - 200k,19.29,188.98,69,136062.7405
West Virginia,2010,25k - 50k,10.87,883.46,11.13,36391.46387
Ohio,2010,100k - 200k,19.24,478.77,83.74,132977.6434
Vermont,2013,Under 25k,14.67,255.04,4.24,11752.76848
New Jersey,2010,100k - 200k,18.49,1573.48,86.07,136583.3008
Kansas,2010,100k - 200k,21.21,484.46,83.58,135902.8607
Delaware,2015,100k - 200k,16.19,151.6,73.63,135115.7543
Connecticut,2014,100k - 200k,20.14,415.81,83.27,137129.7459
Minnesota,2015,100k - 200k,18.49,235.35,79.75,135759.2183
Florida,2014,100k - 200k,18.12,66.56,54.89,134692.7497
Oregon,2010,Under 25k,12.97,1119.03,9.39,12587.17903
Ohio,2014,75k - 100k,16.05,216.06,47.54,86520.21797
Oregon,2015,50k - 75k,15.12,334.19,41.87,61636.99015
Nebraska,2014,75k - 100k,17.39,88.5,44.6,87229.98965
Oregon,2010,100k - 200k,20.18,780.43,88.77,133559.1555
Wyoming,2010,100k - 200k,21.34,248.7,57.29,137620.6514
Oklahoma,2014,75k - 100k,19.02,113.9,38.38,86740.17196
Arkansas,2013,200k+,25.38,51.18,89.34,498830.4274
South Carolina,2011,50k - 75k,15.97,443.56,46.28,61419.47665
Wyoming,2010,50k - 75k,17.42,561.07,32.64,65304.37612
Florida,2013,50k - 75k,14.56,190.3,29.84,61336.50034
West Virginia,2013,50k - 75k,12.16,500.67,19.38,61845.42296
New Jersey,2011,200k+,22.61,614.73,93.45,473243.2599
Maryland,2010,200k+,25.54,106.96,95.97,424891.9686
New Jersey,2014,25k - 50k,10.9,548.79,19.7,36414.0011
South Dakota,2012,50k - 75k,18.92,132.4,21.84,62035.61436
Arizona,2011,75k - 100k,16.61,287.45,60.85,86406.85208
Connecticut,2015,75k - 100k,16.4,386.59,61.52,86714.35962
North Carolina,2015,75k - 100k,18.11,67.66,51.19,86588.81142
Maryland,2010,50k - 75k,14.96,498.37,53.78,61601.3642
Vermont,2013,50k - 75k,19.92,332.84,36.17,61656.43969
Hawaii,2010,200k+,29.9,149.91,88.1,435340.7925
Illinois,2013,100k - 200k,16.78,410.66,77.17,135963.1979
New Mexico,2011,75k - 100k,17.07,375.18,52.4,86387.42097
South Dakota,2015,200k+,20.64,0,64.76,507950.3263
Rhode Island,2013,Under 25k,12.36,509.62,5.18,12044.50697
Wyoming,2014,200k+,27.17,26.22,64.54,696461.4766
Vermont,2015,200k+,23.71,0,93.02,430377.9837
Florida,2014,50k - 75k,14.65,91.71,27.59,61333.07378
Ohio,2012,50k - 75k,14,423.91,39.96,61385.32729
Idaho,2012,75k - 100k,20.16,396.95,60.66,86583.41502
Rhode Island,2010,75k - 100k,16.51,1629.63,71.4,86566.71261
Hawaii,2012,100k - 200k,20.73,421.04,68.77,132694.3881
Maryland,2010,25k - 50k,12.59,667.75,25.91,36509.61947
Utah,2013,200k+,24,31.3,92.4,483332.1344
Indiana,2012,25k - 50k,10.59,496.31,15.76,36086.77646
Minnesota,2010,75k - 100k,18.19,1064.3,71.56,86963.87739
West Virginia,2011,Under 25k,9.47,435.76,2.05,12138.08992
Kansas,2010,Under 25k,10.86,577.45,5.65,12100.30521
Wisconsin,2014,Under 25k,9.7,189.6,4.96,11959.87091
Colorado,2013,75k - 100k,19.03,328.6,54.46,86705.32944
Minnesota,2011,75k - 100k,18.11,716.91,68.54,86611.34064
New York,2011,75k - 100k,15.22,601.35,54.81,86538.20046
Iowa,2011,Under 25k,11.49,472.45,5.99,12288.58839
Delaware,2012,200k+,21.4,154.59,93.14,456465.859
North Carolina,2012,Under 25k,15.64,491.05,5.7,12709.52861
Connecticut,2011,50k - 75k,14.48,1029.04,51.56,61668.53463
Georgia,2013,50k - 75k,17.36,236.34,44.75,61361.06232
Connecticut,2011,200k+,25.44,377.31,94.14,631159.9237
Alaska,2015,200k+,25.84,25.38,68.06,398628.1028
Utah,2013,50k - 75k,17.12,258.61,49.29,61641.87749
New Jersey,2013,25k - 50k,10.71,988.65,21,36394.56035
Rhode Island,2010,200k+,26.68,429.92,95.34,474625.7458
Montana,2011,50k - 75k,20.17,575.8,44.52,61856.40531
Minnesota,2012,25k - 50k,12.38,518.12,22.78,36410.28402
Ohio,2014,200k+,25.57,43.44,90.11,469327.0515
Idaho,2011,100k - 200k,21.43,283.92,82.17,131466.4497
Michigan,2011,75k - 100k,16.3,686.04,60.25,86450.11599
New Mexico,2012,50k - 75k,14.73,384.38,34.53,61506.53569
Kansas,2010,75k - 100k,19.3,661.19,61.99,87135.06711
Idaho,2012,200k+,24.65,58.13,90.1,512088.2114
United States,2010,25k - 50k,12.49,1049.11,21.35,36101.43318
West Virginia,2011,50k - 75k,12.98,534.5,23.37,61920.57226
Colorado,2013,50k - 75k,16.76,363.91,38.59,61608.63467
Montana,2012,25k - 50k,15.77,554.21,21.79,36120.64334
Maryland,2015,25k - 50k,13.65,226.09,18.68,36562.95069
Ohio,2012,Under 25k,12.17,335.15,3.98,12158.01975
Colorado,2011,25k - 50k,14,777.68,23.14,36240.60965
Arizona,2010,100k - 200k,19.67,308.68,82.35,133562.8193
Idaho,2014,25k - 50k,14.76,283.53,17.11,36082.7115
North Carolina,2013,200k+,24.85,80.89,93.54,420842.6854
Alabama,2010,200k+,25.74,61.35,92.26,455218.8131
Oklahoma,2015,100k - 200k,21.9,122.99,63.16,135413.9755
South Dakota,2013,50k - 75k,18.52,115.24,19.77,62072.45149
Arkansas,2011,Under 25k,15.29,436.27,3.52,12704.8599
Oklahoma,2015,50k - 75k,16.73,194.63,25.23,61544.00143
Wyoming,2015,25k - 50k,12.85,350.08,10.51,36555.75335
Alaska,2014,75k - 100k,18.9,629.34,33.4,86812.33384
Nevada,2010,100k - 200k,18.41,797.69,73.4,132373.3283
Arizona,2014,25k - 50k,11.23,138.43,15.62,35904.05439
Virginia,2015,75k - 100k,15.22,77.4,53.63,86894.37451
New Hampshire,2015,50k - 75k,15.64,213.91,33.61,61616.94215
Arkansas,2011,25k - 50k,13.21,555.11,15.12,35910.88061
Kansas,2012,100k - 200k,20.75,242.59,78.63,136083.7739
North Carolina,2014,200k+,24.58,28.97,92.72,444891.2412
Hawaii,2012,25k - 50k,11.43,700.42,13.19,36265.48338
Kentucky,2010,25k - 50k,12.13,983.54,21.88,36038.2954
Washington,2015,75k - 100k,14.76,324.22,44.65,86745.23678
Montana,2013,Under 25k,12.02,226.86,5.37,12122.2927
Massachusetts,2015,50k - 75k,13.63,468.17,34.31,61580.46654
Alabama,2011,75k - 100k,17.43,266.35,55.9,86462.10383
West Virginia,2011,200k+,31.34,25.6,88.2,418834.6454
Massachusetts,2012,100k - 200k,20.05,848.44,81.53,136529.0268
New Mexico,2012,75k - 100k,16.54,303.27,48.44,86738.54527
Utah,2011,Under 25k,12.13,361.01,5.76,12384.50675
California,2014,200k+,23.86,245.67,85.5,539272.6025
Texas,2013,50k - 75k,16.47,291.89,26.61,61331.48384
Wisconsin,2015,100k - 200k,16.82,141.1,79.29,133366.5443
Florida,2014,75k - 100k,15.97,86.79,37.83,86494.70344
Rhode Island,2010,25k - 50k,9.85,1823.98,23.54,36039.29579
New Mexico,2015,75k - 100k,15.73,138.18,41.04,86757.43572
South Carolina,2015,Under 25k,15.51,85.65,3.39,12700.60861
New Hampshire,2013,200k+,23.84,132.01,87.34,416744.9313
Washington,2010,50k - 75k,14.21,1390.01,47.07,61753.38491
New York,2011,25k - 50k,11.15,730.15,16.6,36292.83898
Wisconsin,2013,Under 25k,9.64,375.21,5.61,11931.93033
Oregon,2015,200k+,23.13,59.73,91.65,438342.2877
California,2014,75k - 100k,17.56,376.18,50.65,86619.85482
Missouri,2015,75k - 100k,16.45,137,44.51,86844.47754
Utah,2013,75k - 100k,18.83,199.64,68.29,86572.52227
Vermont,2014,100k - 200k,22.4,110.03,76.59,139078.4703
Illinois,2012,100k - 200k,16.95,474.71,79.29,135735.4171
Massachusetts,2013,Under 25k,12.25,378.29,6,11639.1056
Massachusetts,2011,Under 25k,12.27,636.33,7,11650.71005
United States,2010,Under 25k,15.55,796.84,5.68,12484.97221
South Carolina,2015,25k - 50k,12.19,94.75,15.21,35830.34258
Pennsylvania,2015,25k - 50k,10.19,413.87,13.73,36361.57957
Louisiana,2015,75k - 100k,18.64,104.2,30.76,86669.9075
Georgia,2013,200k+,23.75,54.13,93.12,450613.3609
New Hampshire,2014,200k+,23.41,96.49,85.5,437784.7179
Arkansas,2010,50k - 75k,16.84,696.83,34.27,62088.96961
Oklahoma,2015,75k - 100k,19.01,157.82,38.05,86709.04805
Kansas,2011,25k - 50k,12.67,553.82,18.7,36312.13381
Minnesota,2011,200k+,21.87,147.49,95.05,461281.7134
Kentucky,2011,200k+,27.72,71.49,92.12,429856.6405
Nevada,2012,100k - 200k,18.06,471.69,63.6,132731.519
California,2015,75k - 100k,17.52,314.5,48.88,86635.7922
Florida,2010,100k - 200k,18.18,397.75,69.57,133844.0298
Tennessee,2012,200k+,31.51,54.26,83.9,541617.0031
Virginia,2012,200k+,21.9,63.08,94.13,443325.4069
Alabama,2012,50k - 75k,15.65,237.42,36.69,61487.86724
Idaho,2015,200k+,22.89,4.39,89.11,463407.3876
Delaware,2015,50k - 75k,11.32,185.66,36.07,61587.6582
Idaho,2012,100k - 200k,21.34,268.84,78.8,133782.645
Illinois,2014,50k - 75k,12.69,373.3,36.36,61600.86375
Wyoming,2012,200k+,28.1,33.87,70.84,809218.3623
Tennessee,2013,25k - 50k,12.96,220.05,13.5,35888.76976
Alabama,2014,200k+,25.4,20.13,88.41,441359.6298
Texas,2013,Under 25k,20.35,206.6,2.63,12608.09105
Oregon,2012,25k - 50k,12.9,903.68,24.03,36139.77754
New Jersey,2014,75k - 100k,14.58,518.2,58.79,86769.03227
North Dakota,2013,100k - 200k,19.06,119.26,35.97,139637.364
Rhode Island,2014,200k+,26.12,151.9,93.26,462761.3853
West Virginia,2012,Under 25k,8.92,346.84,1.71,12225.35154
Oklahoma,2013,25k - 50k,13.06,196.33,12.27,36031.38033
New York,2010,25k - 50k,11.01,947.69,17.19,36319.49969
Wisconsin,2013,75k - 100k,15.2,429.63,60.76,86530.78253
Florida,2010,25k - 50k,11.76,581.66,19.07,35696.84117
Montana,2014,100k - 200k,21.45,140.98,69.74,134640.502
Oklahoma,2010,75k - 100k,20.6,394.19,54.56,86932.01552
Tennessee,2011,75k - 100k,19.15,344.07,47.28,86370.16444
Oregon,2014,Under 25k,12.89,237.25,6.48,12568.01702
New Mexico,2012,100k - 200k,19.83,236.67,68.72,134039.7295
Vermont,2014,25k - 50k,14.9,318.99,14.49,36225.4252
West Virginia,2011,25k - 50k,10.72,609.23,10.42,36460.11183
Utah,2010,Under 25k,12.13,553.32,6.37,12565.43334
New York,2012,75k - 100k,14.84,557.75,52.32,86595.08511
Florida,2011,25k - 50k,11.71,448.77,16.73,35814.86827
Michigan,2012,200k+,23.87,86.18,92.93,508683.1873
New Mexico,2010,50k - 75k,15.41,652.09,40.7,61948.84903
Florida,2015,75k - 100k,16.24,64.28,36.69,86535.59839
Alaska,2011,50k - 75k,17.13,836.19,29.97,61605.64699
South Carolina,2010,200k+,26.63,117.03,93.9,441653.3817
New Hampshire,2010,75k - 100k,19.08,923.92,63.07,86596.78085
Texas,2011,200k+,28.83,115.02,82.88,526879.0022
District Of Columbia,2014,100k - 200k,19.12,76.2,60.62,137977.8729
Florida,2010,Under 25k,19.13,811.65,5.49,12913.80725
United States,2015,75k - 100k,16.6,221.71,46.13,86700.30535
Washington,2014,100k - 200k,17.05,293.8,64.32,135662.4859
Minnesota,2015,50k - 75k,15.04,362.28,37.07,61693.7808
Missouri,2012,100k - 200k,18.89,219.47,79.08,134452.0112
United States,2012,25k - 50k,12.46,589.59,18.09,36098.58934
New York,2010,50k - 75k,13.23,803.64,38.31,61524.75141
Louisiana,2011,75k - 100k,18.91,177.93,38.83,86450.02302
Nebraska,2010,25k - 50k,13.24,381,20.3,36470.203
Iowa,2014,25k - 50k,11.73,344.98,15.4,36401.12683
Kansas,2013,100k - 200k,21.17,195,73.39,135764.0727
Wisconsin,2013,25k - 50k,9.92,483.65,20.22,36270.41897
Oklahoma,2010,50k - 75k,18.09,501.68,36.52,61861.84106
Nevada,2012,75k - 100k,14.78,638.56,46.63,86338.30639
Vermont,2010,25k - 50k,16.68,896.97,21.96,36169.73977
New Hampshire,2012,200k+,23.82,155.43,90.42,468675.1643
Maine,2014,25k - 50k,14.9,299.13,16.59,36060.90932
Tennessee,2012,75k - 100k,18.84,261.78,43.44,86499.50267
Vermont,2011,75k - 100k,22.14,349.87,57.95,86765.25808
Kansas,2014,75k - 100k,18.27,172.3,40.69,87200.70423
Georgia,2010,Under 25k,19.58,653.94,5.84,12485.53543
New York,2014,50k - 75k,12.4,261.35,30.4,61452.91637
South Carolina,2013,25k - 50k,11.75,218.53,17.81,35757.83313
Michigan,2012,25k - 50k,12.17,674.17,19.86,36152.60711
Wyoming,2010,Under 25k,11.21,546.98,4.28,12112.61231
Iowa,2015,75k - 100k,16.9,230.36,42.9,87106.9669
Georgia,2011,Under 25k,19.99,500.22,5.27,12540.65334
Maryland,2011,100k - 200k,20.02,289.52,87.5,136443.9382
Colorado,2014,Under 25k,16.27,154.13,4.52,12525.33726
Arkansas,2010,25k - 50k,13.62,786.99,15.87,35917.04493
District Of Columbia,2012,Under 25k,21.39,625.24,3.86,12858.26354
Oklahoma,2014,100k - 200k,22.27,75,63.19,135237.6249
Colorado,2013,Under 25k,15.93,299.62,5.22,12472.9279
South Dakota,2012,25k - 50k,13.19,190.55,11.58,36115.25187
Oklahoma,2011,25k - 50k,13.69,334.65,15.78,35974.16037
Nebraska,2012,25k - 50k,12.6,220.19,16.89,36150.15064
Oregon,2012,Under 25k,12.94,626.06,7.93,12486.59331
Virginia,2010,100k - 200k,18,237.53,84.93,137506.8595
Montana,2011,25k - 50k,16.38,639.67,24.16,36243.12267
New Jersey,2012,75k - 100k,14.79,1222.88,63.31,86730.04902
Alaska,2014,Under 25k,11.38,736.18,1.98,11629.58565
New York,2015,75k - 100k,14.15,172.75,44.91,86638.47367
California,2015,200k+,23.69,217.6,84.97,543666.8761
Iowa,2015,100k - 200k,17.66,124.9,73.01,135456.3965
Iowa,2010,75k - 100k,18.44,569.36,60.42,87337.13917
Indiana,2011,100k - 200k,17.78,314.7,76.82,131540.8477
District Of Columbia,2011,200k+,27.92,45.21,84.7,512456.9481
Florida,2011,200k+,22.98,70.12,83.79,597409.7924
Maryland,2013,200k+,25.3,79.32,94.68,408078.0425
Ohio,2015,100k - 200k,18.81,135.65,70.94,133296.8554
Kansas,2015,75k - 100k,17.83,131.9,38.35,87276.55293
Louisiana,2010,100k - 200k,22.31,152.42,61.68,134153.4698
Delaware,2013,75k - 100k,14.06,371.84,55.88,86689.26859
New Mexico,2012,25k - 50k,11.28,492.31,16.34,35845.22962
Texas,2014,75k - 100k,18.8,183.33,35.95,86649.88236
Wisconsin,2011,75k - 100k,15.6,655.87,69.33,86436.35669
North Carolina,2013,25k - 50k,12.85,339,19.51,35791.69643
Nebraska,2010,75k - 100k,18.8,233.11,61.6,87682.64094
Montana,2015,25k - 50k,14.72,295.57,16.82,36089.21453
Indiana,2010,100k - 200k,17.9,461.97,78.99,133009.8316
South Dakota,2015,75k - 100k,19.26,58.98,22.19,87551.73903
New York,2013,50k - 75k,12.58,429.39,32.66,61468.9365
Nevada,2012,200k+,24.57,144.17,80.99,731832.5639
Wisconsin,2010,75k - 100k,15.63,961.59,72.58,86540.48386
Tennessee,2014,50k - 75k,16.58,124.36,25.22,61385.52292
Kentucky,2013,50k - 75k,14.57,421.66,35.37,61652.70212
New York,2012,100k - 200k,18.35,493.32,73.66,136013.7557
Rhode Island,2014,50k - 75k,13.01,484.89,41.74,61643.82565
Missouri,2014,25k - 50k,12.22,178.86,14.07,36092.01594
District Of Columbia,2013,Under 25k,21.6,436.6,3.5,12703.58621
Michigan,2010,200k+,24.81,209.42,94.38,480426.4939
Maine,2013,200k+,24.11,44.61,94.29,409947.0698
Washington,2012,75k - 100k,15.32,719.21,54.93,86692.27542
California,2010,Under 25k,18.59,1015.44,6.2,12949.34493
Alaska,2015,75k - 100k,18.51,661.13,32.88,86760.30348
Montana,2011,75k - 100k,21.14,416.76,60.04,86364.38093
South Dakota,2011,75k - 100k,20.67,106.36,35.05,86741.44603
Utah,2015,75k - 100k,18.77,133,64.28,86628.50811
Maine,2014,Under 25k,14.69,197.16,4.07,12364.71003
Alaska,2011,75k - 100k,20.04,690.32,43.31,86347.38863
South Dakota,2015,50k - 75k,17.6,92.47,18.03,61878.51839
New Jersey,2015,50k - 75k,12.41,443.5,38.95,61630.62402
South Dakota,2013,75k - 100k,19.28,80.16,25.57,87411.29199
Massachusetts,2010,50k - 75k,14.83,1530.42,46.74,61503.70065
Alabama,2012,200k+,25.51,35.96,90.8,488073.5448
Colorado,2010,200k+,25.94,183.94,93.33,487995.1899
Tennessee,2014,25k - 50k,13.07,122.09,11.72,35938.20602
Mississippi,2010,75k - 100k,19.01,310.38,55.34,86933.83962
Virginia,2012,75k - 100k,15.03,201.26,60.65,86810.28266
South Carolina,2014,75k - 100k,16.9,94.54,53.44,86611.15161
Alaska,2010,25k - 50k,10.53,834.45,13.18,36216.70518
Nebraska,2012,75k - 100k,18.07,150.07,53.16,87112.77549
Connecticut,2010,75k - 100k,17.82,1432.7,72.25,86680.20829
New Jersey,2014,Under 25k,14.61,303.27,7.23,11884.30701
Alaska,2015,100k - 200k,21.52,331.39,47.94,136178.7925
Tennessee,2013,Under 25k,17.19,220.67,3.14,12574.662
Nebraska,2010,Under 25k,11.57,429.15,4.79,12307.31615
North Carolina,2012,100k - 200k,20.29,375.57,83.84,134415.533
Minnesota,2014,Under 25k,11.57,143.83,4.33,11759.31263
Massachusetts,2014,25k - 50k,11.41,502.01,15.57,36616.2623
West Virginia,2010,Under 25k,9.66,560.08,2.21,12240.33748
Pennsylvania,2012,Under 25k,10.22,587.19,4.36,11578.73711
New Hampshire,2012,Under 25k,11.51,271.08,6.39,11773.64384
New Mexico,2014,200k+,26.08,31.64,86.12,430886.3729
Louisiana,2012,200k+,31.47,16.33,83.21,528565.3542
South Dakota,2012,200k+,23.84,11.97,70.82,584538.9219
Maine,2012,Under 25k,14.66,437.5,4.92,12340.9024
Kentucky,2014,25k - 50k,11.05,230.97,14.84,36040.9137
Montana,2012,200k+,26.7,57.72,88.08,503297.0906
Maryland,2012,50k - 75k,14.55,373.13,48.97,61594.21418
Utah,2010,100k - 200k,21.19,284.91,88.61,131815.8548
Connecticut,2014,75k - 100k,16.35,452.59,62.63,86749.54504
Maine,2010,75k - 100k,20.17,470.71,67.09,87039.77763
Arkansas,2012,25k - 50k,12.76,476.25,13.76,35807.00635
South Dakota,2012,100k - 200k,20.78,52.3,47.08,140974.8699
Oregon,2011,25k - 50k,13.09,1194.83,26.64,36154.07263
Mississippi,2010,100k - 200k,22.1,177.57,74.94,134425.8427
United States,2013,75k - 100k,16.65,395.53,51.17,86646.27236
Idaho,2013,25k - 50k,14.84,441.16,18.95,36080.94146
Maryland,2014,25k - 50k,13.17,277.84,19.49,36519.23264
Utah,2012,200k+,24.37,30.59,92.72,562865.312
Delaware,2010,100k - 200k,16.93,610.25,83.27,133556.0971
California,2010,200k+,24.57,539.04,89.78,524794.5894
Kentucky,2013,25k - 50k,11.29,427.69,16.55,35987.1634
Tennessee,2013,200k+,31.27,39.08,79.46,476647.9214
California,2013,50k - 75k,15.57,612.73,36.2,61486.1907
Vermont,2010,100k - 200k,23.74,272.31,85.44,139837.2079
Kansas,2012,25k - 50k,12.13,417.44,16.65,36147.32347
Pennsylvania,2012,50k - 75k,13.11,927.14,37.37,61604.52528
Wyoming,2014,25k - 50k,12.8,269.18,10.54,36521.33028
Massachusetts,2015,100k - 200k,19.81,493.58,76.3,137929.5377
Nebraska,2010,200k+,23.76,34.79,92.5,542127.5759
United States,2015,50k - 75k,14.76,240.52,31.48,61513.9824
Iowa,2011,75k - 100k,18.43,401.88,56.92,86670.87393
Ohio,2015,Under 25k,12.41,93.18,2.98,12291.54656
Georgia,2015,200k+,23.5,11.91,92.25,474848.3945
Kentucky,2013,75k - 100k,16.51,335.21,54.46,86658.87886
Colorado,2010,75k - 100k,20.12,792.15,68,86578.46621
Kansas,2011,75k - 100k,19.25,448.33,58.79,86644.63612
Utah,2010,200k+,24.95,66,94.31,494000.3124
Mississippi,2014,50k - 75k,16.05,100.92,29.07,61469.44671
South Dakota,2011,25k - 50k,14.15,262.05,13.22,36404.71589
Montana,2013,200k+,26.32,49.44,88.22,422945.7336
New Hampshire,2010,50k - 75k,17.74,912.75,46.98,61840.78332
Florida,2010,200k+,23.18,136.65,85.66,606230.6791
West Virginia,2013,25k - 50k,9.52,503.86,8.11,36129.78537
Kentucky,2015,200k+,25.84,3.4,91.21,457923.4227
North Carolina,2010,25k - 50k,13.24,1128,25.83,35688.33707
Iowa,2013,75k - 100k,17.18,296.18,47.81,87026.27289
North Dakota,2010,100k - 200k,21.16,183.76,50.3,139973.6238
Vermont,2014,50k - 75k,19.79,258.88,34.51,61640.83608
Missouri,2013,Under 25k,12.71,251.57,4,12148.74112
Hawaii,2012,200k+,29.14,120.83,85.99,448804.2422
Mississippi,2014,200k+,30.43,14.61,85.29,423961.0727
Mississippi,2015,50k - 75k,16.09,94.53,28.49,61444.21578
Georgia,2010,50k - 75k,17.6,637.71,55.61,61412.33812
California,2012,25k - 50k,14.15,884.94,17.45,36053.45935
West Virginia,2012,200k+,30.77,64.3,88.99,428897.083
Maine,2014,200k+,23.75,33.76,93.35,407305.246
Maine,2010,25k - 50k,16.02,764.22,24.15,36229.21939
Alabama,2011,25k - 50k,12.71,320.89,19.75,35865.11592
Arkansas,2014,Under 25k,15.82,159.81,2.44,12793.20066
New York,2010,200k+,24.3,366.61,84.06,671974.5166
Ohio,2010,50k - 75k,14.54,867.51,46.3,61397.11479
